,Gender,UG Specialization (Major),Interests,Skills,Average CGPA/Percentage,Certification Courses,Certification Course Title,Working Status,Mapped Category
578,0,mathematics,"technology,information technology,sports industry","risk management skills,python,artificial intelligence",88.0,1,python,1,Technology & Data Science
579,0,computer science  engineering,"sales marketing, entrepreneurship","business knowledge, risk managing, reporting",82.18,0,no,0,Business & Entrepreneurship
580,0,accountancy,"web designing,data analytics,digital marketing,data scientist","analytical skills,communication skills,problem solving skills,writing skills,c",70.0,0,no,0,Technology & Data Science
581,0,c programming ,sales marketing,hardware skills,65.0,1,no,0,Business & Entrepreneurship
582,0,mechanical ,technology,machine learning skills,78.0,0,no,1,Technology & Data Science
583,0,psychology,further studies,no,71.25,0,no,0,Career & Professional Development
584,0,ba,data scientist,"programming language skills,analytical skills,data visualization skills power bi tableau ,python,sql",62.25,1,data science,1,Technology & Data Science
585,0,commerce,sales marketing,"accounting skills, negotiation skills, work under pressure, logical skills",66.0,0,no,0,Business & Entrepreneurship
586,0,automobile ,sales marketing,"accounting skills,gathering information,people management,communication skills,product knowledge,sales,presentation skills,cad cae autocad catia ansys proe seimensnx ,excel",78.85,0,no,1,Business & Entrepreneurship
587,0,sales & marketing,take risk for profits,team work,59.85,0,electronic ,1,Business & Entrepreneurship
588,0,marketing analyticsãš,marketing,leadership,68.4,1,dmm ,0,Business & Entrepreneurship
589,0,statistics ,"technology,govt job,data scientist","active listening,hardware skills,gathering information,hospitality,client management,good communication skills",77.42,0,no,0,Technology & Data Science
590,0,accountancy,financial analysis,"accounting skills, analytic thinking, communication skills, product knowledge, logical skills, reading, subject knowledge",66.5,1,"advance excel, tally erp 9",1,Business & Entrepreneurship
591,0,renual resources and energy,trading,"people management,negotiation skills,leadership,product knowledge,problem solving skills,risk management skills,presentation skills",77.0,1,"auto cad, data entry,online trading, best explainer award.",0,Business & Entrepreneurship
592,0,electrical sciences,"sales marketing,technology,data analytics","accounting skills,hardware skills,gathering information,business knowledge,analytical skills,communication skills,leadership,problem solving skills,risk management skills,hospitality,hr",68.0,1,automation ,1,Technology & Data Science
593,0,general,"teaching,social causes","artistic creative skills,finance related skills,mass communication",66.0,1,java,1,Social Impact & Humanities
594,1,computer science engineering,technology,sql,68.4,0,no,0,Technology & Data Science
595,1,computer science,govt job,"artistic creative skills,leadership",80.0,0,no,1,Career & Professional Development
596,0,mechanical engineering,"take risk for profits, technology, entrepreneurship","ai, ml, python, programming, excel",94.81,1,"data science, tableau",0,Business & Entrepreneurship
597,0,mathematics,data analytics,"programming language skills,business knowledge,communication skills,problem solving skills,risk management skills,machine learning skills,python,artificial intelligence",94.05,1,data science,0,Technology & Data Science
598,0,data analysis,"data analytics,machine learning","analytical skills,communication skills,leadership,product knowledge,problem solving skills,risk management skills,python",70.0,1,ai chatbot for education,0,Technology & Data Science
599,0,mm,"research,technology","communication skills,python,cloud computing",64.6,0,python,1,Technology & Data Science
600,0,mechanical engineering,technology,"critical thinking,analytical skills,communication skills,problem solving skills,writing skills,data visualization skills power bi tableau ,machine learning skills,r,python,sql",75.0,1,certificate in data science ,0,Technology & Data Science
601,0,computer science ,technology,"ai, ml, python, java, sql, communication skills, negotiation skills, leadership, excel, logical skills, interpersonal skills, c , linux, observation skills",80.75,1,no,1,Technology & Data Science
602,0,civil,all fields related to data science,"active listening,programming language skills,critical thinking,artistic creative skills,business knowledge,analytical skills,people management,leadership,problem solving skills,data visualization skills power bi tableau ,presentation skills,python,sql,good communication skills",50.0,1,primavera p6,0,Technology & Data Science
603,0,economics,financial analysis,"accounting skills,editing",69.06,0,no,0,Business & Entrepreneurship
604,0,mechanical engineering,"research,technology","active listening,programming language skills,communication skills",60.0,1,diploma in mechanical engineering,1,Technology & Data Science
605,0,computer science engineering,"teaching,technology,trading","product knowledge,problem solving skills,designing skills,python",62.0,0,no,1,Technology & Data Science
606,1,applied geology ,govt job,c,78.85,1,pgdca ,0,Career & Professional Development
607,1,computer science engineering,technology,"programming, team work, c , problem solving skills, designing skills, ios",71.0,0,no,1,Technology & Data Science
608,1,journalism,"research,teaching,content writing","active listening,business knowledge,communication skills,mass communication,hr",71.72,0,no,1,Career & Professional Development
609,0,automobile engineering,"social justice, take risk for profits, technology, understand human behaviour","critical thinking, business knowledge, java, people management, work under pressure, leadership, product knowledge, team work, risk managing",74.76,1,automation testing,1,Social Impact & Humanities
610,1,finances,"financial analysis,understand human behaviour,govt job","accounting skills,hardware skills,product knowledge,data visualization skills power bi tableau",76.0,0,no,1,Business & Entrepreneurship
611,1,information technalogy,technology,"python, java, sql, excel",64.0,0,no,1,Technology & Data Science
612,0,computer science engineering,"digital marketing,data scientist,web development,all fields related to data science","data visualization skills power bi tableau ,machine learning skills,c ,presentation skills,r,python,artificial intelligence,sql,content creation,java,cloud computing,aws",86.45,1,oracle certified associate,1,Technology & Data Science
613,0,mechanical engineering,"research,technology,supply chain analysis,information technology","active listening,critical thinking,analytical skills,communication skills,negotiation skills,designing skills,java",70.62,1,catia v5,1,Technology & Data Science
614,1,electrical and electronics engineering,data scientist,python,71.7,0,no,0,Technology & Data Science
615,0,engineering,"research, sales marketing, entrepreneurship, operations","critical thinking, analytic thinking, people management, work under pressure, product knowledge, market study, team work, excel, interpersonal skills, problem solving skills, sales",70.11,1,operations and supply chain management,0,Business & Entrepreneurship
616,0,computer science and engineering,technology,no,65.55,0,no,1,Technology & Data Science
617,1,electrical and electronics engineering,"technology,entrepreneurship","active listening, programming, work under pressure, teamwork,excel,logical skills interpersonal skills, presentation skills, reading",68.4,1,java training,1,Technology & Data Science
618,0,mechanical engineering,"financial analysis,news coverage,research,sales marketing,social justice,technology,web designing,content writing,data analytics,digital marketing,data scientist,web development,market reserach,social media marketing,blockchain,salesforce admin,construction,construction manegement","active listening,programming language skills,critical thinking,gathering information,artistic creative skills,negotiation skills,leadership,social media marketing,interpersonal skills,c ,presentation skills,python,sql",78.18,0,no,1,Technology & Data Science
619,0,computer applications,"sales marketing,technology,understand human behaviour,data analytics,game industry,data scientist,web development","accounting skills,programming language skills,gathering information,business knowledge,analytical skills,product knowledge,problem solving skills,sales,social media marketing,python,sql,client management",56.0,1,tally,1,Technology & Data Science
620,0,accountancy,"financial analysis, entrepreneurship","gathering informing, business knowledge",76.0,0,no,0,Business & Entrepreneurship
621,0,business administration,sales marketing,leadership,76.0,1,computer engineer,1,Business & Entrepreneurship
622,1,commerce,news coverage,writing,92.15,1,telaring,0,Media & Communication
623,1,commerce,news coverage,writing,66.5,0,no,0,Media & Communication
624,0,mechanical engineering,design,cad cae autocad catia ansys proe seimensnx,77.9,1,ansys & finite element analysis,1,Creative & Design
625,0,civil engineering,"technology,data analytics,data scientist","analytical skills,python,sql",67.0,1,certificate program in data science,0,Technology & Data Science
626,0,information technology,"web designing,data analytics,digital marketing,data scientist","programming language skills,critical thinking,problem solving skills,data visualization skills power bi tableau ,python,artificial intelligence,sql,java,cloud computing,architecture,aws",87.4,1,"selenium webdriver,java",1,Technology & Data Science
627,0,mathematics ,"financial analysis,research,social justice,data analytics,data scientist,web development,social media marketing","critical thinking,analytical skills,people management,mass communication,leadership,editing,problem solving skills,data visualization skills power bi tableau ,python,artificial intelligence,sql,cloud computing,architecture,matlab",80.75,1,"sql, data science ",0,Technology & Data Science
628,0,electrical and electronics engineering,software job,no,76.95,0,no,1,Technology & Data Science
629,0,computer science engineering,software job,no,76.0,0,no,1,Technology & Data Science
630,0,mechanical engineering,technology,"work under pressure, team work, excel",55.0,0,no,1,Technology & Data Science
631,1,accountancy,financial analysis,business knowledge,66.5,0,no,0,Business & Entrepreneurship
632,0,biotechnology,"research, technology","active listening, leadership, team work, interpersonal skills, building rapport",82.74,1,biozeen training,1,Technology & Data Science
633,1,computer science engineering,technology,"python, java, sql, c",69.73,0,no,0,Technology & Data Science
634,0,computer science engineering,"technology,service,social causes,all fields related to data science","programming language skills,communication skills,leadership,problem solving skills",81.7,1,nptel,0,Technology & Data Science
635,0,mechanical engineering,design,cad cae autocad catia ansys proe seimensnx,77.9,1,product development,1,Creative & Design
636,0,mechanical engineering,"technology,trading,data analytics","active listening,programming language skills,gathering information,analytical skills,r,python,sql",76.0,1,data science course certification,0,Technology & Data Science
637,0,electrical engineering,"technology,understand human behaviour,web designing,web development","programming language skills,business knowledge,people management,communication skills,java,good communication skills",73.91,1,"wind energy, python",1,Technology & Data Science
638,1,mechanical engineering ,"financial analysis,news coverage,technology,supply chain analysis","active listening,critical thinking,finance related skills,people management,communication skills,negotiation skills,mass communication,leadership,editing,product knowledge,problem solving skills,risk management skills,designing skills,interpersonal skills,presentation skills",80.75,0,no,1,Business & Entrepreneurship
639,0,electrical and electronics,further studies,no,70.3,0,no,0,Career & Professional Development
640,0,mechanical engineering,"web designing,data analytics,govt job,game industry,data scientist,all fields related to data science ,industires","active listening,hardware skills,critical thinking,analytical skills,communication skills,negotiation skills,mass communication,leadership,product knowledge,interpersonal skills,presentation skills,python,good communication skills",64.41,1,catia autocad analysis solid works,0,Technology & Data Science
641,0,mining,"social justice,technology,industires","hardware skills,product knowledge",84.0,0,no,1,Technology & Data Science
642,1,electronics and communication engineering,teaching,"active listening,work under pressure,team work,presentation skills,reading",76.0,0,no,1,Career & Professional Development
643,1,mathematics ,"research,data analytics,data scientist,market reserach,social causes","active listening,critical thinking,gathering information,analytical skills,editing,problem solving skills,risk management skills,writing skills,c ,r,java,matlab",74.1,0,no,1,Technology & Data Science
644,0,electrical and electronics engineering,"cloud computing,technology,data analytics,machine learning,cyber security","cybersecurity,information security,software development life cycle sdlc ,security information and event management siem ,security operations center",71.82,1,"certified information security manager® (cism);
 breach & attack simulation;foundations of operationalizing mitre att&ck;icsi (international cybersecurity institute); 
certified network security specialist",1,Technology & Data Science
645,0,information technalogy,technology,"java, programming",68.0,0,no,0,Technology & Data Science
646,0,electrical and electronics engineering,"financial analysis, technology","analytic thinking, business knowledge, people management, communication skills, leadership, editing, product knowledge, team work, excel, logical skills, interpersonal skills, presentation skills, problem solving skills, risk managing, reporting, subject knowledge",82.46,1,courses on sap ,1,Technology & Data Science
647,1,electronics & telecommunications engineering,sales marketing,"leadership,designing skills,writing skills,c ,hospitality",60.0,0,no,0,Business & Entrepreneurship
648,0,computer science engineering,sales marketing,"leadership, product knowledge, team work, excel, sales, building rapport, subject knowledge",73.15,0,no,1,Business & Entrepreneurship
649,0,engineerinh,"web designing,game industry,web development","programming language skills,critical thinking,editing,writing skills",66.0,0,no,0,Technology & Data Science
650,0,c++,higher studies,"communication skills, leadership, team work, excel, interpersonal skills, presentation skills, subject knowledge, autocad, catia",80.75,1,cad courses - catia,0,Career & Professional Development
651,0,sales & marketing,"technology,blockchain",c,88.0,0,no,1,Technology & Data Science
652,0,c programming ,"research,technology,game industry,product life cycle management","critical thinking,analytical skills,product knowledge,problem solving skills",73.0,0,no,1,Technology & Data Science
653,0,mechanical engineering,"sales marketing,digital marketing,social media marketing","active listening,critical thinking,communication skills,problem solving skills,designing skills,writing skills,sales,social media marketing,presentation skills",73.67,0,no,0,Business & Entrepreneurship
654,1,electronics and communication engineering,application development,"analytic thinking, gathering informing, sql, programming, communication skills, product knowledge, team work, excel, logical skills, interpersonal skills, problem solving skills",74.0,1,microsoft full stack certification,1,Technology & Data Science
655,0,chemical engineering ,financial analysis,"financial modeling,financial analysis,generally accepted accounting principles gaap ,dcf valuationdcf valuation,equity valuation,m a analysis",79.99,1,jp morgan investment banking virtual experience;nism va mutual fund distributor ;basic and advance trading course,1,Business & Entrepreneurship
656,1,autocad,technology,"programming, communication skills, linux",75.0,0,no,0,Technology & Data Science
657,1,electronics and communication engineering,design,"active listening,artistic creative skills,analytical skills,designing skills",71.25,0,no,0,Creative & Design
658,1,computer science engineering,entrepreneurship,"accounting skills, interpersonal skills, presentation skills",83.0,1,diploma course in digital marketing ,0,Business & Entrepreneurship
659,0,electronics and communication engineering,"technology,govt job,industires,design","active listening,communication skills,editing,machine learning skills",63.65,0,no,1,Technology & Data Science
660,0,mechanical engineering,technology,"ai, ml, python",71.25,1,python,0,Technology & Data Science
661,1,accountancy,"teaching, technology, entrepreneurship","business knowledge, leadership, news gathering, team work, interpersonal skills, presentation skills, problem solving skills",65.0,0,not done any,0,Technology & Data Science
662,1,mechanical engineering,research,"communication skills, team work",58.9,0,no,0,Career & Professional Development
663,1,computer science engineering,technology,"ai, ml, python, sql",69.0,1,. net,0,Technology & Data Science
664,1,physics,"financial analysis, research, social justice, take risk for profits, trading, understand human behaviour","ml, python, critical thinking, analytic thinking, sql, programming, team work, logical skills, presentation skills, r, subject knowledge",64.6,1,datascience ,1,Business & Entrepreneurship
665,0,electronics and communication engineering,"market reserach,design","business knowledge,product knowledge,problem solving skills,designing skills,machine learning skills",85.5,1,no,0,Business & Entrepreneurship
666,0,electronics and communication engineering,financial analysis,"accounting skills,finance related skills,leadership,problem solving skills,presentation skills",56.0,1,"nism va, vii, viii",1,Business & Entrepreneurship
667,1,statistics,"data analytics,govt job,data scientist,web development","active listening,programming language skills,gathering information,analytical skills,editing,writing skills,machine learning skills,c ,python,sql",76.0,1,data science using python and r,0,Technology & Data Science
668,0,design,data scientist,"analytical skills,cad cae autocad catia ansys proe seimensnx ,construction management",74.0,1,data scientist course ,1,Technology & Data Science
669,1,finance,"financial analysis,research,technology,understand human behaviour,understand human body,supply chain analysis,content writing,govt job,home interior design,social causes,design","accounting skills,artistic creative skills,business knowledge,communication skills,mass communication,editing,problem solving skills,designing skills,writing skills,c ,presentation skills,python,content creation,architecture",80.0,1,data science,1,Business & Entrepreneurship
670,0,computer science,financial analysis,"communication skills, c , reading, subject knowledge",75.81,1,autocad,1,Business & Entrepreneurship
671,1,civil engineering,"sales marketing, trading, entrepreneurship","creativity skills, sales",64.0,0,no courses opted,0,Business & Entrepreneurship
672,1,"accounting, designing","research,technology,data analytics","programming language skills,critical thinking,gathering information,artistic creative skills,communication skills,leadership,designing skills,wealth management,python,sql",70.0,1,data scientists,0,Technology & Data Science
673,1,mechanical engineering,"research,technology,understand human behaviour,data analytics,govt job,home interior design,retailer,data scientist,web development,market reserach,social media marketing,all fields related to data science","accounting skills,active listening,hardware skills,programming language skills,designing skills,writing skills,data visualization skills power bi tableau ,python,sql,hr,good communication skills",73.47,1,"data science, python",0,Technology & Data Science
674,1,business administration,home interior design,designing skills,60.0,1,java,0,Creative Arts & Entertainment
675,1,computer science engineering,"web development,information technology,blockchain,digital marketing,game industry","linux,ibm aix,shell scripting,domain name system dns ,secure shell ssh ,python,shell scripting,git,jenkins,puppet,ansible,nagios",82.27,1,red hat certified specialist in ansible automation;rhcsa;ibm agile explorer,1,Technology & Data Science
676,0,electrical and electronics engineering,"financial analysis,govt job","accounting skills,active listening,critical thinking,artistic creative skills,business knowledge,analytical skills,finance related skills,people management,leadership,problem solving skills,writing skills,hr,good communication skills",77.9,1,pgdma ,1,Business & Entrepreneurship
677,0,dietician,"news coverage, research, teaching, technology","ai, ml, python, java, sql, programming, communication skills, work under pressure, leadership, product knowledge, creativity skills, c , linux, problem solving skills, writing, observation skills, risk managing, reporting",79.8,1,multiple programming and ml based mooc courses. ,1,Career & Professional Development
678,0,computer science engineering,technology,programming,84.55,0,no,1,Technology & Data Science
679,0,commerce,"news coverage,content writing,social media marketing","analytical skills,people management,mass communication,problem solving skills,writing skills,social media marketing,content creation",70.0,1,ccc,1,Media & Communication
680,1,computer science engineering,"technology,data scientist","programming language skills,critical thinking,communication skills,data visualization skills power bi tableau ,machine learning skills,c ,presentation skills,python,artificial intelligence,sql,java",66.5,1,no,1,Technology & Data Science
681,1,automobile engineering,machine learning,"python,sql",67.0,1,internship in innodatatics,0,Technology & Data Science
682,1,"reporting, anchoring, tv journalism, advertising & radio ",software,"ml, python, sql, r",67.0,1,internship in innodatatics,0,Technology & Data Science
683,1,computer science engineering,technology,"ml, python, sql, r, tableau",67.0,1,innodatatics,1,Technology & Data Science
684,0,aerospace engineering,"financial analysis,research,data analytics,data scientist","active listening,business knowledge,leadership,designing skills",64.6,1,"cad, catia and solidworks",0,Technology & Data Science
685,0,aerospace engineering,"financial analysis,research,data analytics,web development,all fields related to data science","active listening,business knowledge",64.6,1,"solidworks, cad and catia",0,Technology & Data Science
686,1,electrical and electronics engineering,technology,pgdca,78.85,1,pgdca,1,Technology & Data Science
687,1,computer science engineering,technology,programming,66.5,0,no,0,Technology & Data Science
688,0,computers,content writing,"artistic creative skills,content creation",75.0,0,no,1,Media & Communication
689,0,mechanical engineering,"research,sales marketing,social justice,technology,understand human behaviour,data analytics","programming language skills,critical thinking,analytical skills,communication skills,product knowledge,machine learning skills,python,sql,cloud computing",50.0,1,creo,0,Technology & Data Science
690,0,computer science engineering,"trading,web designing,data analytics,govt job","programming language skills,analytical skills,editing,data visualization skills power bi tableau ,machine learning skills,python,java",62.94,1,data science,0,Technology & Data Science
691,0,computer science engineering,technology,"ai, ml, python, critical thinking, analytic thinking, gathering informing, artistic skills, java, sql, programming, communication skills, negotiation skills, work under pressure, leadership, product knowledge, creativity skills, team work, excel, presentation skills, c , linux, problem solving skills, mass communication, writing, tableau, reading, designing skills, building rapport, subject knowledge",79.7,1,"splunk , ccna, ccent",1,Technology & Data Science
692,0,mobile communications ,"technology,web designing,web development","active listening,hardware skills,programming language skills,business knowledge,people management,communication skills,writing skills,machine learning skills,c ,presentation skills,python,sql,content creation,java,matlab,good communication skills",57.0,1,software testing ,0,Technology & Data Science
693,0,accountancy,"financial analysis, take risk for profits, entrepreneurship","accounting skills, business knowledge, communication skills, leadership, cost accounting, market study",61.75,0,no,1,Business & Entrepreneurship
694,0,electronics and communication engineering,data analytics,no,76.0,0,no,1,Technology & Data Science
695,0,computer science engineering ,all fields related to data science,"active listening,critical thinking,analytical skills,communication skills,problem solving skills,data visualization skills power bi tableau ,presentation skills",75.0,1,"my sql, data analyst using excel",0,Technology & Data Science
696,0,electronics and communication engineering,"technology,data analytics,data scientist","active listening,programming language skills,critical thinking,gathering information,analytical skills,finance related skills,communication skills,negotiation skills,leadership,problem solving skills,machine learning skills,python,sql,good communication skills",78.85,1,machine learning with python,1,Technology & Data Science
697,1,commerce,financial analysis,"communication skills, work under pressure, team work, problem solving skills",70.3,0,no,0,Business & Entrepreneurship
698,0,electrical and electronics engineering,further studies,no,72.2,0,no,0,Career & Professional Development
699,0,electrical and electronics engineering,software job,no,85.5,0,no,1,Technology & Data Science
700,1,computers,"research,teaching,data analytics","leadership,sql",70.0,0,no,1,Career & Professional Development
701,1,computer science engineering,"financial analysis,research,technology,data analytics,digital marketing","active listening,programming language skills,critical thinking,gathering information,analytical skills,people management,data visualization skills power bi tableau ,presentation skills,python",86.64,0,no,0,Technology & Data Science
702,1,computer science engineering,"technology,web designing,data analytics,all fields related to data science","active listening,programming language skills,c ,python,sql,java,cloud computing",71.0,0,no,0,Technology & Data Science
703,0,electronics and communication engineering,"vlsi,technology","core skills,programming",75.05,1,vlsi training,1,Technology & Data Science
704,0,electrical engineering ,"sales marketing,data scientist","active listening,business knowledge,people management,leadership,product knowledge,machine learning skills,sales,r",60.0,0,no,1,Technology & Data Science
705,0,computer science engineering,teaching,c,85.6,1,pgdca,0,Career & Professional Development
706,0,animation,animation,2d 3d animation,71.25,1,graphic design & motion graphics,1,Creative Arts & Entertainment
707,0,accounts,"financial analysis,technology,data analytics","active listening,gathering information,business knowledge,analytical skills,people management,product knowledge",70.0,0,no,1,Technology & Data Science
708,0,civil engineering,construction and development,"creativity skills, risk managing, reporting, reading, subject knowledge",77.9,0,no,0,Business & Entrepreneurship
709,1,pharma d,social causes,"people management,civil criminal law",88.0,0,no,1,Social Impact & Humanities
710,1,sales & marketing,technology,"ai, ml, python",74.1,0,no,0,Technology & Data Science
711,1,computer applications,financial analysis,accounting skills,62.7,0,no,0,Business & Entrepreneurship
712,0,civil engineering,"construction,urban planning","proeficiency in software like staad pro, etabs",70.3,1,etabs,1,Technical & Engineering Fields
713,0,civil engineering,"financial analysis,industires,design,urban planning,project management","communication skills,negotiation skills,leadership,proeficiency in software like staad pro, etabs",66.88,1,etabs & staad-pro,1,Technical & Engineering Fields
714,0,computer science engineering,"teaching, technology, understand human behaviour, understand human body","python, java, sql",73.44,1,android application development,1,Technology & Data Science
715,1,statistics,"research, teaching, entrepreneurship, understand human behaviour","ai, ml, editing, market study, team work",88.0,1,data science ,1,Career & Professional Development
716,0,hindi education and geography ,"financial analysis,understand human behaviour,understand human body,data analytics,govt job","product knowledge,problem solving skills,client management",79.0,1,ccc,0,Technology & Data Science
717,0,"software engineering, java programming, web development ","technology,trading,web designing,data analytics,govt job,data scientist","hardware skills,programming language skills,gathering information,artistic creative skills,editing,designing skills,data visualization skills power bi tableau ,c ,python,sql",80.0,1,"networking, data scientists ",1,Technology & Data Science
718,1,kathak dance,"teaching,govt job","artistic creative skills,teaching",55.0,1,"folk dance,  parangat",0,Career & Professional Development
719,0,mechanical engineering ,"financial analysis,research,teaching,technology,trading,data analytics,data scientist,gardening","programming language skills,analytical skills,communication skills,negotiation skills,mass communication,leadership,risk management skills,data visualization skills power bi tableau ,machine learning skills,r,python,sql,good communication skills,teaching",60.0,0,no,0,Technology & Data Science
720,1,electrical and electronics engineering,software job,no,85.5,0,no,1,Technology & Data Science
721,0,automobile engineering,research,"critical thinking, analytic thinking, work under pressure, leadership, team work, excel, logical skills, interpersonal skills, presentation skills, observation skills, designing skills, subject knowledge",87.4,1,"coursera- python, lean manufacturing, sql",1,Career & Professional Development
722,0,biotechnology,"research,understand human body,biotechnology","molecular biology,structural biology nucleic acid protein interactions data analysis",74.19,1,amcat certified scientist - pharmaceuticals;bioinformatics. ,1,Healthcare & Life Sciences
723,1,civil engineering,"construction,construction manegement,urban planning","proeficiency in software like staad pro, etabs",77.9,1,autocad civil 3d,1,Technical & Engineering Fields
724,0,computer science engineering,"technology,entrepreneurship","programming,leadership skills,presentation skills,team work",77.9,0,no,1,Technology & Data Science
725,0,mechanical engineering,"research,technology","data visualization skills power bi tableau ,machine learning skills,python,artificial intelligence",61.75,1,ibm and python,0,Technology & Data Science
726,1,mathematics,"financial analysis, news coverage, social justice, teaching","ai, ml, python, critical thinking, analytic thinking, team work, logical skills, r, problem solving skills, tableau, observation skills, reading",74.96,1,data science with python and r,0,Business & Entrepreneurship
727,0,biological sciences ,"financial analysis,data analytics","accounting skills,active listening,critical thinking,business knowledge,analytical skills,finance related skills,people management,communication skills,machine learning skills",80.0,0,no,0,Technology & Data Science
728,0,zoology,technology,"editing,writing skills,c ,medical knowledge",67.0,0,no,0,Technology & Data Science
729,0,criminal justice/ law enforcement administration,litigation legal service,civil criminal law,74.86,1,"legal advice, litigation",1,Social Impact & Humanities
730,0,electrical and electronics engineering,"data analytics,data scientist,all fields related to data science","problem solving skills,writing skills,data visualization skills power bi tableau ,machine learning skills,presentation skills,python,sql,good communication skills",66.88,0,no,0,Technology & Data Science
731,0,computer science engineering ,"technology,web designing,social media marketing","programming language skills,c ,r,python,java",84.55,0,no,1,Creative & Design
732,0,computer science engineering,software developer,"python, java, sql",72.1,0,no,0,Technology & Data Science
733,0,mechanical engineering,"research,teaching,trading,data analytics,govt job","analytical skills,data visualization skills power bi tableau ,machine learning skills,r,python,sql",72.0,1,"tableau, data science certification, python with ds",0,Career & Professional Development
734,0,civil engineering,"financial analysis, research, technology, entrepreneurship","active listening, ai, ml, python, critical thinking, analytic thinking, sql, programming, communication skills, leadership, market study, team work, tableau",82.3,1,data visualization using tableau,0,Business & Entrepreneurship
735,0,management,"sales marketing,supply chain analysis,game industry,service","active listening,critical thinking,business knowledge,people management,problem solving skills,risk management skills",71.25,0,no,0,Business & Entrepreneurship
736,0,mechanical engineering,sports industry,gathering information,56.0,0,no,0,Creative Arts & Entertainment
737,0,aeronautical,"financial analysis,research,technology,understand human behaviour","people management,communication skills,mass communication,leadership,problem solving skills,risk management skills,client management",73.5,1,ansys,1,Technology & Data Science
738,0,accountancy,"financial analysis, take risk for profits, trading, entrepreneurship, understand human behaviour","accounting skills, gathering informing, business knowledge, people management, communication skills, editing, cost accounting, market study, team work, excel, logical skills, presentation skills, wealth management, problem solving skills, writing, risk managing, reading, sales, subject knowledge",69.16,0,i am doing internship in fundamental analysis,0,Business & Entrepreneurship
739,0,electronics and communication engineering,"technology,data scientist","programming language skills,machine learning skills,python,sql,aws",67.0,1,machine learning certification,1,Technology & Data Science
740,0,general studies ,"trading,supply chain analysis,content writing,market reserach,social media marketing","active listening,business knowledge,communication skills,negotiation skills,product knowledge,writing skills",49.0,1,hr,1,Business & Entrepreneurship
741,0,mechanical engineering,data analytics,"programming language skills,gathering information,artistic creative skills,analytical skills,people management,communication skills,leadership,problem solving skills,risk management skills,sql,java",58.9,1,unigraphics,1,Technology & Data Science
742,1,computer science,data scientist,"active listening,programming language skills,communication skills,writing skills,data visualization skills power bi tableau ,machine learning skills,python,artificial intelligence,sql,medical knowledge",65.0,1,data science and artificial intelligence ,0,Technology & Data Science
743,0,computer science engineering,"technology, trading, entrepreneurship","active listening, ai, ml, python, critical thinking, analytic thinking, java, sql, oracle, programming, communication skills, work under pressure, leadership, editing, excel, logical skills, c , r, linux, problem solving skills, observation skills",89.3,1,"google it automation with python professional, web development",1,Business & Entrepreneurship
744,0,electrical and electronics engineering,technology,power system engineering,78.85,1,advanced power electronics,1,Technology & Data Science
745,0,computer science ,"financial analysis,research,technology,web designing,data analytics,game industry","active listening,programming language skills,critical thinking,gathering information,artistic creative skills,business knowledge,analytical skills,product knowledge,problem solving skills,risk management skills,designing skills,writing skills,data visualization skills power bi tableau ,machine learning skills,c ,r,linux,python,artificial intelligence,sql,java,cloud computing,architecture",80.08,1,no,1,Technology & Data Science
746,0,mass communication,"news coverage,technology,content writing,govt job,game industry,digital marketing,social media marketing","active listening,communication skills,negotiation skills,mass communication,leadership,editing,writing skills,social media marketing,content creation,medical knowledge,java,cloud computing,architecture,hospitality,hr,good communication skills",78.0,1,c++ ,1,Media & Communication
747,0,computer engineering,"technology,data analytics,data scientist","programming language skills,analytical skills,communication skills,leadership,product knowledge,problem solving skills,writing skills,data visualization skills power bi tableau ,machine learning skills,wealth management,presentation skills,r,python,artificial intelligence,sql,cloud computing,matlab,client management,good communication skills",66.97,0,data science and artificial intelligence,0,Technology & Data Science
748,0,mechanical engineering,"financial analysis, social justice, trading, entrepreneurship","active listening, ml, python, critical thinking, analytic thinking, gathering informing, sql, communication skills, team work, excel",68.88,1,machine learning with python ,0,Business & Entrepreneurship
749,0,genetic engineering,"research,understand human body,biotechnology","life science molecular biology genetics, polymerase chain reaction pcr , protein expression, biochemistry ·",66.6,1,cell culture and technologies,1,Healthcare & Life Sciences
750,0,computer science engineering,"data analytics,machine learning,cloud computing","amazon web services aws sql,java",81.7,1,linux command line;aws,1,Technology & Data Science
751,0,hospital administration,"financial analysis,sales marketing,supply chain analysis","negotiation skills,leadership,product knowledge,problem solving skills,good communication skills",70.0,0,no,1,Business & Entrepreneurship
752,0,sales & marketing,sales marketing,"people management, communication skills, negotiation skills",66.5,0,no,0,Business & Entrepreneurship
753,0, management,"sales marketing,sap consultant in mm,product life cycle management","leadership,risk management skills,wealth management,client management",67.54,1,scrum master,1,Business & Entrepreneurship
754,0,commerce ,"web designing,data analytics,game industry,digital marketing,data scientist","editing,risk management skills,designing skills,data visualization skills power bi tableau ,machine learning skills,r,python,sql",72.0,0,no,1,Technology & Data Science
755,0,commerce ,"research,sales marketing,teaching,technology,trading,web designing,data analytics,game industry,digital marketing,data scientist","editing,problem solving skills,risk management skills,designing skills,c ,r,python,sql",72.0,0,no,1,Technology & Data Science
756,0,architecture,research,architecture,60.0,1,no,0,Career & Professional Development
757,1,information technology,"technology,understand human behaviour,data analytics,web development","hardware skills,programming language skills,gathering information,artistic creative skills,java,hr",82.65,0,no,1,Technology & Data Science
